68,66,63,62,55,55,46,45,40,38,39,45,49,54,57,62,65,66,66,66,66,67,67,66,66,66,66,66,66,65,65,66,65,65,65,65,65,64,63,63,63,62,59,57,54,53,50,48,47,46,49,50,54,58,59,60,60,60,59,59,58,58,57,57,57,56,56,55,55,55,55,55,55,54,54,55,55,55,55,55,55,55,53,51,49,46,44,43,42,42,43,50,52,55,56,56,56,55,55,56,55,55,55,55,55,56,56,56,56,56,56,56,55,55,55,54,54,54,54,54,53,52,50,49,41,38,33,28,26,28,28,37,43,46,51,53,54,54,54,54,55,55,55,56,56,55,55,54,54,54,54,53,53,54,54,54,54,54,53,54,54,53,51,51,47,44,42,40,40,40,42,45,49,52,54,54,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,53,52,50,49,46,42,40,39,38,39,39,46,48,49,51,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,54,54,54,54,54,54,54,52,51,49,45,39,38,34,30,28,29,31,36,41,46,49,50,50,50,50,49,49,48,47,48,47,46,46,46,46,46,45,45,45,45,44,45,44,44,44,43,44,44,43,42,40,36,34,34,34,34,35,40,43,48,51,51,52,52,52,52,52,51,51,51,49,49,49,49,49,49,48,48,48,49,49,49,48,48,48,48,48,44,43,43,41,39,37,36,34,35,36,41,41,46,47,47,48,47,45,42,43,44,44,44,44,43,42,43,43,42,42,37,36,38,39,39,40,39,38,39,39,38,37,35,32,29,27,25,24,20,21,24,33,39,45
69,67,65,63,58,54,49,46,43,41,40,42,46,54,58,65,66,68,69,70,70,70,70,70,70,69,69,70,70,70,70,69,69,69,69,69,69,68,67,67,67,66,64,63,60,58,55,53,48,48,47,50,54,58,59,60,62,62,62,61,61,59,60,60,59,59,58,56,56,57,57,56,55,55,56,56,56,57,55,56,57,58,57,56,53,49,45,44,43,43,43,45,50,54,56,59,59,58,58,59,59,59,57,56,57,57,58,58,56,57,57,57,57,57,56,56,56,57,57,57,56,55,54,51,46,46,39,34,28,28,29,35,40,43,51,54,56,58,58,57,58,58,58,59,59,58,58,59,58,58,57,57,57,57,58,59,58,57,58,58,58,57,56,55,54,50,49,45,44,43,44,48,51,56,57,58,59,59,59,59,59,59,59,59,60,60,59,59,59,59,59,60,60,60,59,59,59,59,59,59,58,58,57,56,52,48,47,44,43,42,44,49,49,53,56,57,57,57,57,57,57,57,57,57,57,57,59,59,58,58,58,57,58,59,59,59,60,59,59,60,59,58,54,53,49,44,40,36,31,30,30,37,39,46,51,53,54,55,54,54,54,53,53,53,52,51,51,50,50,50,50,49,49,49,50,49,49,49,48,48,48,49,48,46,44,42,40,38,37,38,38,43,47,54,56,57,59,59,59,59,58,58,57,57,56,55,55,55,54,54,54,54,54,54,54,54,53,52,53,52,51,52,51,50,49,46,43,42,40,39,39,41,46,48,51,52,52,53,52,51,51,51,50,50,49,49,49,48,48,48,48,46,45,45,45,45,44,44,43,43,43,43,41,40,38,38,37,29,24,23,23,26,29,34,37
68,67,67,61,58,54,51,45,42,40,40,44,49,55,59,63,66,69,70,71,71,71,71,71,70,71,70,70,71,70,70,70,70,70,70,70,70,70,69,69,68,67,65,62,59,57,56,52,51,49,51,55,59,61,63,63,63,63,62,62,61,60,60,60,59,58,58,57,56,57,56,56,56,56,56,56,56,56,57,56,56,56,54,52,50,47,45,43,42,43,46,51,53,56,57,57,58,57,57,57,58,58,57,57,57,58,58,58,59,58,58,58,59,58,59,58,58,59,58,58,57,56,54,51,46,42,37,32,30,31,34,42,45,50,54,59,60,60,60,60,60,61,61,61,60,60,60,60,60,60,60,60,60,60,61,60,61,60,60,60,61,60,59,57,54,50,50,47,46,46,48,54,58,59,61,61,62,62,62,62,62,62,62,62,62,63,63,62,63,63,63,63,63,63,63,63,63,63,63,62,62,61,59,57,54,50,48,47,46,46,50,52,55,58,60,61,61,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,63,63,64,64,64,64,64,64,63,61,59,55,46,43,39,35,34,34,35,40,50,54,57,59,60,60,59,59,59,58,57,57,56,56,55,55,54,54,54,53,53,53,53,53,53,52,53,52,52,51,49,48,47,43,41,41,42,43,47,52,58,58,63,64,65,65,64,65,64,64,63,62,62,62,61,60,60,60,60,61,62,62,62,60,60,60,61,61,60,59,57,54,51,49,44,43,43,44,48,52,56,57,59,62,62,62,62,61,61,60,60,60,53,52,53,54,53,54,54,53,53,53,53,53,53,52,52,52,52,51,42,40,37,33,31,27,26,27,29,33,43,46,45
68,68,67,65,62,59,54,51,46,43,42,40,42,46,54,57,61,66,68,69,70,70,70,69,68,67,66,65,65,66,65,66,66,66,67,68,69,70,70,69,69,69,68,65,63,61,57,55,54,52,49,49,52,57,59,61,62,63,63,63,63,60,60,60,60,59,59,56,55,56,55,56,55,54,54,55,55,56,56,54,55,56,56,56,55,49,46,46,42,42,41,42,46,50,54,56,59,58,56,57,57,57,59,56,55,56,56,56,57,56,56,57,57,57,58,56,56,57,57,57,57,56,55,54,53,49,46,38,36,33,31,31,33,44,47,52,55,57,60,60,59,59,59,59,59,60,60,59,60,60,59,58,58,59,59,59,60,60,59,59,59,60,58,58,56,52,51,50,46,45,44,46,49,54,57,59,59,60,60,60,61,60,60,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,61,61,60,58,54,51,48,47,46,45,46,50,53,57,59,59,59,60,60,60,60,61,60,60,60,60,62,62,61,61,61,61,61,62,62,62,63,63,63,63,62,60,57,50,50,40,37,32,32,32,39,41,45,53,56,56,57,57,57,56,56,56,55,55,54,53,53,52,52,51,51,51,51,51,51,51,51,51,51,51,51,49,48,46,44,43,41,40,41,44,45,51,59,59,62,63,64,65,65,64,64,63,62,62,61,60,60,59,58,58,58,57,57,57,57,57,57,57,57,56,56,55,54,51,49,47,44,44,43,43,44,48,52,54,56,57,58,57,57,57,56,55,55,56,55,54,53,53,52,51,50,49,52,56,55,52,53,53,52,51,50,45,44,41,36,33,31,24,23,21,25,30,34,40
67,66,63,61,58,52,49,49,42,40,40,44,49,55,60,65,68,69,69,69,68,66,64,64,60,59,58,58,58,59,59,60,62,63,66,68,69,70,70,70,70,68,66,66,60,58,57,52,51,49,50,52,57,61,62,63,63,63,63,61,61,59,57,56,54,52,52,51,51,51,52,53,54,54,54,54,55,55,55,55,54,54,53,51,49,46,43,42,41,41,42,46,51,51,54,55,56,55,55,55,56,56,56,56,56,56,57,57,57,57,57,57,57,58,58,57,57,58,58,58,57,56,54,52,47,44,40,34,32,32,32,40,46,51,54,56,59,60,61,60,60,61,61,61,61,60,60,60,60,60,60,60,60,61,61,61,61,60,61,61,61,60,59,57,54,52,49,48,47,45,47,51,54,57,60,61,61,61,62,61,61,61,61,60,60,61,61,61,61,61,62,62,62,62,62,62,63,63,63,63,62,62,60,58,57,52,50,48,47,46,46,52,54,58,59,60,62,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,63,64,64,64,64,64,64,63,62,60,59,54,50,44,39,34,32,32,34,39,44,49,52,57,58,59,59,59,58,58,57,57,56,55,55,54,54,55,54,54,54,54,53,53,54,54,54,53,53,52,52,50,49,47,43,43,43,44,45,51,56,59,63,65,66,67,66,66,66,65,65,64,64,64,63,61,61,61,60,61,61,61,61,60,60,60,61,60,60,58,56,56,54,52,50,49,48,47,48,53,57,54,57,58,60,60,59,59,58,59,59,59,59,58,57,58,59,59,54,50,49,51,52,51,52,52,51,52,52,52,47,42,39,37,33,30,28,23,24,28,39,46,49
68,66,64,59,56,51,48,44,42,41,41,43,48,56,59,63,67,68,68,67,66,61,60,58,51,51,49,48,48,48,51,51,54,58,60,63,67,68,69,69,69,68,66,63,61,57,56,54,51,49,50,53,59,59,62,62,63,63,63,62,57,55,54,48,45,43,40,39,39,40,42,43,46,48,52,54,54,55,53,54,54,55,54,54,48,46,43,41,40,40,41,44,47,51,53,56,56,54,55,55,56,57,55,54,55,56,56,56,55,55,56,56,56,57,56,56,57,57,57,58,57,56,55,52,49,46,38,36,33,31,32,36,41,47,51,56,58,61,60,60,60,60,60,61,60,59,60,60,60,60,59,59,59,60,62,62,61,60,60,60,60,59,58,57,53,52,50,46,46,45,46,49,54,59,59,59,60,61,61,60,58,57,55,54,53,52,52,53,53,53,53,53,54,54,56,59,60,62,62,62,62,61,60,60,56,52,50,48,46,45,47,48,53,57,59,60,60,60,60,60,60,61,61,60,60,60,62,62,62,61,61,62,62,63,63,63,63,63,62,62,61,59,57,54,46,42,41,34,31,30,32,37,43,46,51,54,55,56,56,56,56,55,55,54,53,53,52,52,51,51,51,50,50,51,51,51,51,51,51,51,51,51,50,49,47,45,42,42,41,42,45,51,54,58,60,62,63,64,64,64,63,63,63,62,61,60,60,59,59,58,58,58,57,57,57,57,56,56,56,56,55,54,54,53,51,48,46,44,43,43,43,45,50,52,54,56,57,57,58,57,56,56,56,55,54,54,53,55,60,60,56,57,57,57,55,53,49,49,48,48,48,45,44,44,41,40,37,37,26,25,21,24,29,34,40
68,67,64,61,56,53,50,45,41,40,40,43,47,58,58,65,67,68,67,65,63,58,54,53,46,44,43,44,45,46,47,49,52,54,56,60,65,66,69,69,70,68,66,65,63,58,57,54,52,50,51,51,57,59,62,63,63,63,62,59,55,52,48,42,37,34,31,30,30,31,32,34,37,42,48,49,53,55,55,55,54,54,54,52,50,48,43,42,41,40,40,45,48,50,53,54,54,54,54,54,55,54,54,54,54,55,56,56,57,56,57,56,57,57,57,57,57,57,58,58,58,57,56,54,49,47,40,40,32,32,33,39,41,50,54,57,60,61,61,61,61,61,62,62,62,62,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,60,58,55,53,50,49,48,46,47,49,52,57,60,61,61,62,61,59,57,54,51,48,45,43,43,42,42,43,43,44,45,47,49,51,54,60,62,63,63,63,62,60,59,55,51,50,48,47,46,49,54,57,59,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,63,63,64,64,65,65,64,64,63,62,60,59,56,51,46,41,35,32,31,32,35,44,49,51,55,56,57,57,57,57,57,57,56,56,55,54,54,54,54,53,53,53,53,53,53,54,55,54,55,55,55,55,53,51,51,45,45,45,45,47,52,56,60,64,65,66,67,67,67,66,66,65,65,65,65,66,65,62,62,61,60,60,60,60,59,59,60,62,61,60,60,57,55,54,52,50,49,47,46,50,53,58,55,56,59,60,60,61,60,59,60,60,60,59,60,58,58,59,60,59,51,51,51,51,51,51,51,51,51,52,51,50,48,44,38,35,32,29,24,24,29,32,39,45
68,68,67,64,63,59,53,49,45,43,41,40,42,45,50,56,60,65,67,67,64,63,62,57,53,48,43,42,41,43,44,47,48,49,54,57,59,65,65,66,68,69,69,68,65,63,61,57,56,54,51,49,53,56,59,62,62,63,63,62,60,58,51,48,42,38,35,30,28,26,27,27,28,29,32,36,42,47,52,54,53,54,55,55,54,48,48,44,42,41,39,39,42,46,51,52,56,55,55,54,55,55,57,55,54,54,55,56,57,55,56,56,56,56,57,56,56,57,57,58,58,59,58,56,55,50,46,40,37,33,32,31,33,36,46,49,54,57,60,61,60,60,60,60,61,60,60,60,60,60,61,60,60,60,60,61,63,62,61,61,61,61,62,59,59,57,53,51,51,48,46,47,51,54,59,60,60,61,61,60,59,54,50,48,43,38,37,34,33,33,34,34,34,35,37,40,45,51,56,59,61,62,62,61,60,56,52,51,48,47,46,46,49,56,56,58,60,60,60,61,61,61,62,62,61,61,60,60,62,62,62,61,62,62,64,63,63,63,63,63,63,61,60,56,54,49,44,35,34,30,29,34,38,42,46,51,53,54,56,56,56,55,54,54,54,53,52,52,51,51,51,50,50,51,51,51,51,51,52,52,52,52,52,51,50,48,46,43,42,42,43,49,51,54,58,60,61,63,64,64,64,64,63,63,62,62,61,60,59,58,57,58,57,57,57,56,57,56,56,55,55,54,54,53,51,50,47,44,43,43,42,43,50,52,54,57,57,58,58,58,58,57,57,56,58,57,59,59,59,57,54,53,52,52,51,51,49,49,48,48,47,47,44,44,42,40,39,35,25,24,24,28,30,37,37
68,67,62,61,57,52,48,43,41,39,40,43,48,54,62,65,66,67,65,62,60,55,51,49,44,42,42,45,46,49,52,54,56,57,61,64,66,67,68,69,70,69,66,65,62,59,56,53,52,51,52,52,60,62,64,64,63,62,60,57,54,54,46,45,40,37,36,34,32,31,30,30,31,32,38,43,47,53,54,55,54,54,54,52,48,45,42,41,40,41,45,45,51,53,54,55,55,55,55,55,55,56,55,55,55,56,57,57,57,57,57,57,58,58,58,58,58,59,60,59,59,57,56,56,50,44,38,35,32,32,36,39,45,50,56,57,61,62,63,62,62,62,63,63,63,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,62,61,59,56,54,51,50,49,48,48,54,57,60,62,63,62,61,60,57,56,51,47,46,41,38,37,34,33,32,31,31,32,34,38,43,52,55,60,62,63,63,62,60,56,55,52,49,48,47,48,51,56,57,60,62,63,63,63,64,63,63,64,63,63,63,63,63,64,63,64,64,65,65,65,65,65,64,64,64,63,60,58,54,49,44,41,34,32,31,32,39,43,48,52,55,56,57,58,57,57,57,56,56,55,54,54,54,54,53,54,53,53,53,53,53,54,55,55,56,56,56,56,54,52,50,46,46,46,46,48,48,56,60,60,65,66,68,68,67,68,67,66,66,65,65,65,63,63,62,62,62,62,62,62,61,60,61,62,62,63,62,59,56,55,52,49,43,43,44,46,50,55,57,59,61,62,62,62,62,61,61,62,62,62,62,60,58,59,60,60,60,59,59,57,53,50,50,50,52,52,52,50,47,45,42,35,31,29,23,24,25,33,40,45
69,68,66,63,59,54,51,46,43,41,40,41,46,51,57,61,65,67,66,63,61,57,54,51,50,45,44,45,50,52,57,57,60,61,63,65,67,67,68,69,69,69,68,65,63,61,58,56,54,51,50,51,56,59,62,64,64,64,63,62,57,56,55,54,52,50,49,47,45,40,40,37,34,32,33,36,42,47,51,52,54,54,54,53,48,48,44,42,40,39,41,41,47,51,53,57,56,56,55,56,56,57,56,55,54,55,56,57,56,56,56,56,58,58,57,57,58,58,59,59,60,58,57,57,54,48,43,37,34,32,32,35,38,43,49,58,58,60,62,61,62,62,62,63,61,62,62,62,62,63,62,62,62,62,62,63,63,62,62,62,62,62,61,59,58,54,53,52,49,47,47,51,53,61,61,62,63,62,61,60,58,56,54,51,49,47,44,43,41,40,35,34,33,33,37,41,46,52,57,60,62,63,63,62,58,56,52,49,48,47,47,49,55,58,60,61,62,63,63,63,63,64,63,62,62,62,62,62,63,63,63,63,63,64,64,64,65,64,63,64,62,61,59,55,51,45,40,35,30,30,34,39,42,49,52,54,56,57,56,56,56,56,56,56,54,53,53,53,53,53,52,52,52,52,52,53,53,53,53,54,54,54,54,53,50,49,45,44,44,44,48,53,53,60,60,62,64,65,65,65,65,64,64,63,63,62,62,61,60,60,60,59,59,58,58,58,58,57,57,57,56,56,55,54,52,51,48,45,44,43,43,44,51,52,56,58,58,59,59,59,58,58,58,57,57,56,56,55,55,55,54,54,54,52,54,55,51,51,50,50,49,50,46,46,43,42,41,36,26,25,25,28,33,37,40
