53,53,51,47,39,36,33,25,23,23,23,27,32,34,35,36,36,37,37,38,38,39,39,40,41,42,42,43,43,43,44,44,44,44,43,42,41,39,38,37,35,34,33,30,27,25,22,21,21,23,25,26,27,27,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,26,26,26,26,26,25,25,25,25,24,24,23,22,20,19,18,17,18,20,23,24,26,26,25,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,28,27,27,27,27,27,27,26,25,23,21,18,16,15,14,15,18,21,23,26,27,28,28,28,28,28,28,28,28,27,28,28,28,28,28,28,28,28,28,28,27,26,27,27,27,27,28,28,28,26,24,23,23,22,21,22,23,27,28,29,29,28,28,28,28,28,29,28,28,28,28,28,28,28,27,27,27,27,27,27,28,28,28,28,28,28,28,28,27,25,24,22,21,21,21,22,24,26,27,27,27,27,27,26,26,25,26,26,25,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,21,20,18,15,13,12,13,15,17,20,21,20,20,20,20,20,19,19,19,19,19,19,19,18,19,19,18,18,18,18,18,18,18,19,20,20,20,20,19,19,18,17,15,15,14,14,17,18,20,20,19,20,20,20,20,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,19,19,19,18,16,15,14,14,14,14,16,18,18,19,19,18,19,19,18,17,17,17,16,17,16,16,16,15,15,15,15,15,15,14,14,15,15,16,16,15,15,15,14,14,14,13,14,16,18,22,24,32,38,43,45,46,49,50
53,53,51,50,49,44,40,34,29,26,24,24,26,30,37,39,42,44,45,45,45,46,46,47,48,48,48,49,50,50,51,51,51,51,51,51,51,51,49,48,47,46,45,44,41,38,33,33,31,28,27,28,33,34,35,36,35,35,35,34,34,34,34,33,34,34,34,35,34,33,32,33,33,33,32,33,33,33,33,33,33,32,32,32,32,31,28,25,24,23,23,26,29,31,33,34,35,36,36,35,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,35,32,28,26,20,19,18,19,25,28,34,35,37,37,38,38,38,38,38,38,38,38,38,38,38,39,39,39,38,38,38,38,37,37,37,36,36,37,37,36,34,32,30,29,28,27,28,30,32,35,36,37,37,37,37,38,37,37,37,37,37,37,37,37,36,36,37,37,37,37,36,37,37,37,37,37,37,37,36,34,32,31,30,29,28,28,30,32,35,36,37,37,37,37,37,37,37,36,36,36,35,35,35,34,35,34,34,34,34,34,34,34,34,34,34,34,34,33,32,31,29,24,20,20,16,16,18,21,25,29,30,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,32,31,31,31,30,29,28,24,23,22,21,22,24,28,28,29,29,30,29,30,29,29,29,30,29,29,30,30,29,30,30,30,30,31,31,31,31,30,30,30,30,30,30,30,29,28,27,25,23,22,21,21,24,26,28,29,30,30,30,30,30,29,28,28,28,28,27,27,27,26,26,26,26,26,26,25,25,25,25,25,25,25,26,25,25,22,22,20,17,17,17,21,22,29,32,32,35,35
50,49,46,44,41,35,31,26,25,26,29,37,37,42,47,49,51,52,52,53,54,54,55,56,57,58,58,59,60,60,60,61,61,61,61,60,60,59,58,57,55,53,51,47,44,40,37,35,34,34,39,40,43,44,45,43,43,42,42,42,42,41,41,42,43,42,42,41,40,40,40,41,41,41,41,42,42,42,42,41,41,42,40,39,35,32,30,30,30,32,37,37,41,42,44,44,45,45,45,45,45,45,45,45,46,46,46,46,47,47,47,47,48,48,48,47,47,48,48,47,47,43,43,39,33,28,26,23,24,24,30,36,40,45,46,48,48,49,49,48,49,49,49,49,49,49,49,50,50,50,49,49,49,48,48,48,48,48,48,48,48,47,43,42,40,38,36,35,36,37,40,43,48,49,49,49,50,50,50,50,50,50,50,49,50,49,50,49,49,49,49,49,49,49,49,49,49,49,48,48,48,47,45,42,42,37,37,36,38,41,41,46,48,48,49,49,48,48,48,47,47,47,46,46,45,45,45,45,45,45,45,45,45,45,44,44,45,44,44,44,42,40,37,32,27,24,21,21,23,28,33,38,40,40,41,41,40,40,40,40,40,41,40,40,40,40,40,40,40,40,39,39,39,40,41,41,41,41,41,41,40,39,35,32,31,29,28,29,33,35,38,40,40,41,40,40,40,40,40,40,39,40,40,41,40,41,41,41,42,41,41,41,41,41,41,40,40,41,40,40,40,40,34,32,29,28,28,29,30,37,37,39,41,41,41,41,40,39,39,38,37,38,38,37,37,37,36,37,36,36,37,36,35,36,36,36,36,36,35,34,33,31,29,24,22,20,20,21,23,31,35,40,43,45,45
49,49,48,46,42,40,35,30,26,25,25,28,31,38,43,47,49,52,52,53,54,55,56,57,58,59,60,60,62,62,63,63,64,64,65,65,65,64,63,62,60,59,58,52,48,47,42,40,38,35,36,40,42,44,46,45,44,43,43,42,43,41,40,40,40,41,42,40,39,38,38,39,41,39,39,39,40,40,42,40,39,39,39,39,40,35,32,29,29,29,31,34,37,40,42,44,47,47,45,46,47,47,48,47,46,47,48,48,48,48,48,49,50,50,51,50,50,50,51,51,51,49,45,41,38,34,26,26,24,27,32,38,41,46,48,50,51,51,53,52,51,52,52,52,52,52,53,53,53,54,53,52,52,52,52,53,52,51,52,52,52,51,48,46,43,41,39,38,37,40,42,49,51,52,53,52,53,53,53,53,53,53,54,54,54,54,53,54,54,54,54,54,54,52,52,53,53,53,52,52,52,51,48,45,43,41,40,38,38,43,46,48,49,51,52,52,51,51,51,50,50,50,49,48,48,48,48,48,47,47,46,47,47,47,46,46,47,46,47,46,45,44,42,38,33,28,23,22,21,23,27,34,38,40,42,42,43,43,42,43,43,43,43,43,42,41,41,41,41,42,41,41,41,42,42,42,43,42,42,42,42,42,38,35,33,31,30,29,29,31,37,38,39,41,40,40,40,39,40,40,40,38,39,40,40,42,41,42,41,42,41,42,41,41,41,40,40,40,40,41,40,40,39,37,33,31,29,28,27,28,34,35,37,40,39,40,40,39,38,37,37,37,36,35,35,34,34,33,34,34,33,33,33,32,32,32,31,31,32,31,30,30,28,26,25,21,18,18,20,21,23,30,31,34,35
48,46,43,39,34,31,28,24,25,26,35,39,42,47,50,52,54,54,55,56,56,57,59,60,61,61,62,63,64,65,66,66,66,67,67,67,66,64,63,62,59,59,55,46,44,43,39,37,37,39,42,45,46,47,46,45,44,44,44,44,44,43,42,44,43,43,43,42,41,42,42,42,42,42,41,43,43,43,42,42,42,43,39,37,33,31,30,30,31,34,40,40,42,45,46,46,47,46,47,47,48,48,48,48,48,48,49,49,50,50,51,51,52,52,51,51,52,53,53,52,52,46,43,35,31,29,26,26,28,34,39,41,48,51,53,54,55,55,56,54,55,55,56,56,56,55,56,56,56,56,55,55,56,56,56,55,54,54,54,54,53,51,48,45,43,41,39,39,39,43,46,51,53,55,55,55,55,55,55,56,55,55,55,56,56,56,55,55,55,56,56,56,55,55,55,55,55,55,54,54,53,51,49,48,43,41,40,40,43,43,49,52,53,54,54,54,53,52,52,52,51,51,50,49,49,50,49,49,49,48,48,48,48,49,48,48,48,48,48,47,45,41,35,31,31,26,22,23,27,32,37,40,42,43,43,44,44,44,43,44,45,45,44,43,43,42,43,43,43,43,43,42,43,44,44,44,44,44,43,43,41,40,37,34,31,31,30,32,32,39,42,43,43,43,42,43,43,42,42,40,41,42,43,43,42,43,43,43,43,43,43,43,43,43,42,42,42,42,41,41,41,38,34,34,29,29,29,31,34,38,38,43,43,43,43,43,41,41,40,39,38,39,38,38,38,37,37,37,37,37,37,37,36,37,36,36,36,36,33,32,31,28,24,21,19,18,20,21,26,29,35,41,44,46,48
35,31,27,24,24,26,32,34,42,45,48,51,53,54,54,55,56,58,59,59,60,61,62,63,63,64,65,65,66,67,67,68,67,66,65,62,61,60,52,51,47,44,41,39,36,37,41,45,46,48,48,46,45,45,45,44,43,43,42,42,42,42,40,40,40,40,40,42,41,39,40,40,40,40,40,40,40,40,39,35,34,30,29,28,29,33,36,40,42,43,48,47,46,46,46,46,46,45,45,45,46,47,48,49,49,48,49,50,51,51,50,51,51,51,52,50,48,46,44,38,34,28,25,25,30,31,42,45,49,51,53,54,54,54,54,54,54,55,56,55,55,55,55,55,55,54,54,55,54,55,55,55,55,56,56,55,54,49,47,45,42,40,39,40,42,47,51,53,54,54,55,56,56,56,56,54,54,55,55,55,54,54,55,56,56,56,54,54,55,59,59,57,55,54,54,55,55,55,54,53,53,52,50,47,44,42,41,40,39,41,45,47,49,51,52,53,52,52,52,51,51,51,50,48,48,48,48,48,48,47,47,47,47,47,46,47,47,46,47,46,46,44,42,38,34,31,23,21,21,22,27,32,37,39,40,42,42,42,42,42,43,43,43,43,42,42,41,41,42,42,42,42,42,42,42,42,43,43,43,42,42,42,38,38,35,31,31,29,29,31,35,38,40,41,40,40,40,40,40,41,40,40,40,40,41,42,42,42,42,42,42,42,42,41,41,41,40,40,40,40,40,39,38,36,33,31,28,27,27,31,34,34,37,39,40,40,40,40,38,38,37,37,36,35,35,34,34,34,33,33,32,32,32,31,31,31,29,29,28,28,28,28,24,23,20,16,16,16,20,20,24,29,31,34,35
46,46,45,39,38,30,28,24,24,26,31,36,40,45,49,52,53,54,54,55,56,56,58,59,59,59,58,59,60,61,62,63,65,66,67,67,66,66,65,65,63,60,57,50,48,43,43,37,37,38,39,43,48,48,48,47,45,46,46,46,45,43,43,42,43,42,43,42,41,42,43,42,42,41,41,41,42,42,42,41,41,40,40,37,36,31,31,31,31,35,38,38,42,44,45,45,45,44,45,45,45,45,46,45,46,46,48,48,48,48,48,49,50,51,51,50,51,51,51,51,47,46,42,38,35,31,25,25,26,32,38,43,46,51,52,53,54,55,54,54,54,56,56,55,55,56,55,55,56,55,56,55,55,55,55,55,54,54,55,55,54,52,51,46,43,40,39,38,39,42,45,49,53,54,54,54,54,54,55,55,54,54,54,53,54,54,54,54,54,54,55,55,54,54,54,55,55,55,54,53,53,50,49,46,43,41,40,39,41,44,49,51,52,54,54,54,53,52,52,51,50,50,48,48,48,48,48,48,47,47,48,48,48,48,47,47,47,47,46,45,40,37,34,31,25,21,20,23,28,33,33,40,41,42,42,43,43,43,43,43,44,43,43,42,42,42,43,43,43,43,43,43,43,44,45,45,44,44,43,42,41,38,35,34,33,31,31,32,38,40,42,43,43,43,42,43,43,43,42,42,42,43,43,43,43,43,43,43,43,43,43,42,42,43,42,42,42,41,41,41,38,35,34,31,29,29,29,31,34,38,40,43,43,43,43,43,41,42,41,40,39,39,38,38,37,36,37,36,36,36,36,34,36,36,35,35,34,33,32,31,29,25,23,19,18,18,20,21,29,31,39,40,40,43,46
47,47,45,43,42,38,36,31,26,23,23,26,29,37,41,45,46,51,51,54,54,54,55,55,55,54,53,53,53,54,55,56,58,60,63,65,66,68,67,66,65,64,62,58,54,51,48,45,42,40,37,37,39,44,46,49,48,46,46,46,45,44,43,42,42,41,40,38,38,37,37,38,38,41,40,38,39,39,40,39,39,39,39,39,38,34,30,30,29,28,28,32,36,37,39,43,44,46,45,44,44,45,45,44,43,43,44,44,44,45,45,45,46,47,48,49,49,49,50,51,51,49,48,45,42,37,31,31,24,24,26,31,36,41,46,49,51,52,53,53,52,53,53,53,54,54,53,52,52,51,51,51,52,52,54,54,54,54,54,55,56,55,53,49,46,45,41,40,38,38,41,45,48,51,53,54,54,55,55,55,54,54,52,51,51,51,51,51,51,52,53,53,53,52,53,54,55,56,55,53,53,53,52,49,42,42,40,39,38,39,42,45,47,50,51,52,52,52,51,51,50,49,48,47,46,45,44,44,44,43,42,43,44,45,46,45,45,45,45,45,44,43,41,34,34,26,26,21,19,20,23,26,31,36,38,40,41,41,41,41,40,41,41,40,40,39,39,39,39,39,40,40,40,40,41,41,42,43,43,42,42,41,38,37,35,32,31,30,29,31,32,36,38,39,41,40,40,40,40,40,40,39,39,40,40,40,40,40,40,41,40,41,41,40,40,40,40,39,40,39,39,39,38,37,35,30,28,26,26,29,30,34,35,37,38,39,39,39,38,37,37,36,35,34,34,33,32,32,31,31,31,30,30,30,29,29,28,27,27,27,26,26,23,21,15,15,15,15,17,18,21,26,29,31,33
45,45,42,41,37,32,27,24,24,25,28,33,43,48,49,51,53,54,54,53,51,50,50,45,43,40,40,41,41,45,49,52,59,62,66,67,67,66,66,65,63,62,56,56,48,44,44,40,39,40,43,45,49,50,50,49,47,47,46,44,42,37,34,30,28,27,26,26,26,28,31,34,37,40,41,42,42,42,43,42,41,42,40,38,35,32,31,31,31,34,35,40,42,44,45,45,45,44,43,42,40,37,35,33,32,32,34,34,35,36,38,40,46,49,50,50,50,51,51,51,50,48,43,40,35,30,28,24,26,29,37,40,47,51,51,53,54,55,55,55,54,56,56,55,53,49,47,45,44,44,47,50,52,55,56,55,55,54,54,55,54,52,48,45,43,40,39,39,39,41,45,48,52,53,54,54,54,55,54,52,52,47,43,38,37,36,35,35,36,37,41,43,46,49,51,54,55,56,55,54,53,51,51,47,43,40,39,38,40,40,48,50,52,53,55,54,54,52,52,51,49,43,40,36,34,31,31,31,32,34,35,39,44,45,47,46,46,46,46,45,44,40,35,31,27,24,21,21,23,31,35,37,42,43,43,44,44,43,41,39,38,35,34,32,32,32,32,33,33,32,33,35,38,41,43,45,45,46,45,44,43,42,39,35,34,33,32,33,38,40,42,43,44,45,44,43,44,43,43,41,37,37,35,33,32,33,33,35,37,38,42,43,43,43,44,43,44,44,43,43,40,37,35,32,30,30,29,31,35,38,38,43,43,43,43,43,42,41,40,38,36,34,31,29,28,28,28,29,30,31,33,34,34,34,34,34,34,34,31,30,28,25,22,20,17,17,18,21,27,29,36,37,38,42,44
44,45,44,42,41,38,33,31,26,23,22,26,29,34,41,44,47,50,52,53,52,50,49,46,44,40,35,33,34,35,38,43,47,52,56,60,66,67,67,67,66,65,63,60,55,52,51,46,43,38,38,39,42,46,47,50,49,48,46,46,43,39,34,28,25,21,19,17,17,17,17,19,22,27,32,35,38,39,40,40,39,40,40,40,38,34,31,29,28,28,28,35,36,37,40,42,46,45,43,42,39,34,33,26,24,23,21,21,21,23,25,27,32,36,41,46,48,48,50,50,50,49,46,44,40,35,31,26,24,24,29,34,38,46,49,50,52,53,53,53,53,53,53,53,52,48,43,40,37,35,36,36,40,44,51,52,54,54,55,56,55,54,49,48,45,42,40,39,38,39,42,48,51,52,53,55,56,56,55,53,49,46,41,35,29,28,26,26,27,29,32,34,36,41,47,52,54,56,55,54,54,52,49,43,43,40,39,38,40,43,45,48,49,51,52,53,52,52,51,49,44,43,34,31,27,23,22,21,21,22,26,29,35,39,42,43,44,45,45,44,43,40,39,34,29,26,21,20,20,23,27,32,37,39,40,42,43,42,40,38,31,31,28,22,20,19,19,18,18,19,19,20,23,26,31,35,40,44,45,44,43,43,40,38,34,33,32,31,31,33,36,39,41,42,42,42,43,42,40,35,35,30,29,24,23,22,21,22,24,26,28,33,37,39,41,41,42,43,42,42,42,40,39,37,34,30,29,28,27,32,33,35,38,39,40,41,40,40,39,37,36,32,27,21,18,16,15,15,17,18,21,23,28,29,29,29,28,28,28,28,27,25,22,21,18,14,14,15,18,19,20,29,31,34,35
